imd_archive_utc,shram_archive_utc,bulletin_date,target_date,fc_day,met,imd_def,imd_code,imd_min_tier,shram_def,shram_min_zone,a_both_alert,b_imd_only,c_shram_only,d_both_none,n,kappa
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Watch+,10,2,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Alert+,10,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Alert+,10,3,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Warning,10,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Warning,10,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Watch+,11,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Watch+,11,2,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Alert+,11,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Alert+,11,3,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Warning,11,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Warning,11,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,5,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Watch+,9,2,Z>=4,4,109,0,499,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Watch+,9,2,Z>=5,5,109,0,482,17,608,0.01248812179456939
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Alert+,9,3,Z>=4,4,106,0,502,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Alert+,9,3,Z>=5,5,106,0,485,17,608,0.012074349043834866
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Warning,9,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Warning,9,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Watch+,10,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Watch+,10,2,Z>=5,5,0,0,591,17,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Alert+,10,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Alert+,10,3,Z>=5,5,0,0,591,17,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Warning,10,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Warning,10,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Watch+,11,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Watch+,11,2,Z>=5,5,0,0,591,17,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Alert+,11,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Alert+,11,3,Z>=5,5,0,0,591,17,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Warning,11,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Warning,11,4,Z>=5,5,0,0,591,17,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-16,4,6,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Watch+,9,2,Z>=4,4,109,0,493,6,608,0.004344764359645508
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Watch+,9,2,Z>=5,5,26,83,304,195,608,-0.2068194407402088
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Alert+,9,3,Z>=4,4,106,0,496,6,608,0.004200237749306552
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Alert+,9,3,Z>=5,5,25,81,305,197,608,-0.20273871509983185
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Warning,9,4,Z>=4,4,0,0,602,6,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Warning,9,4,Z>=5,5,0,0,330,278,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Watch+,10,2,Z>=4,4,0,0,602,6,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Watch+,10,2,Z>=5,5,0,0,330,278,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Alert+,10,3,Z>=4,4,0,0,602,6,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Alert+,10,3,Z>=5,5,0,0,330,278,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Warning,10,4,Z>=4,4,0,0,602,6,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Warning,10,4,Z>=5,5,0,0,330,278,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Watch+,11,2,Z>=4,4,0,0,602,6,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Watch+,11,2,Z>=5,5,0,0,330,278,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Alert+,11,3,Z>=4,4,0,0,602,6,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Alert+,11,3,Z>=5,5,0,0,330,278,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Warning,11,4,Z>=4,4,0,0,602,6,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Warning,11,4,Z>=5,5,0,0,330,278,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,3,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Watch+,9,2,Z>=4,4,109,0,497,2,608,0.0014407888649491864
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Watch+,9,2,Z>=5,5,109,0,443,56,608,0.043359663579019145
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Alert+,9,3,Z>=4,4,106,0,500,2,608,0.0013927942606364653
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Alert+,9,3,Z>=5,5,106,0,446,56,608,0.04194460146975697
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Warning,9,4,Z>=4,4,0,0,606,2,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Warning,9,4,Z>=5,5,0,0,552,56,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Watch+,10,2,Z>=4,4,0,0,606,2,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Watch+,10,2,Z>=5,5,0,0,552,56,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Alert+,10,3,Z>=4,4,0,0,606,2,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Alert+,10,3,Z>=5,5,0,0,552,56,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Warning,10,4,Z>=4,4,0,0,606,2,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Warning,10,4,Z>=5,5,0,0,552,56,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Watch+,11,2,Z>=4,4,0,0,606,2,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Watch+,11,2,Z>=5,5,0,0,552,56,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Alert+,11,3,Z>=4,4,0,0,606,2,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Alert+,11,3,Z>=5,5,0,0,552,56,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Warning,11,4,Z>=4,4,0,0,606,2,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Warning,11,4,Z>=5,5,0,0,552,56,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,4,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Watch+,9,2,Z>=4,4,109,0,499,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Watch+,9,2,Z>=5,5,109,0,467,32,608,0.023979760202397976
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Watch+,9,2,Z>=6,6,0,109,0,499,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Alert+,9,3,Z>=4,4,106,0,502,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Alert+,9,3,Z>=5,5,106,0,470,32,608,0.023189674031940517
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Alert+,9,3,Z>=6,6,0,106,0,502,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Warning,9,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Warning,9,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Heat Wave Warning,9,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Watch+,10,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Watch+,10,2,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Watch+,10,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Alert+,10,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Alert+,10,3,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Alert+,10,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Warning,10,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Warning,10,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Hot Day Warning,10,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Watch+,11,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Watch+,11,2,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Watch+,11,2,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Alert+,11,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Alert+,11,3,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Alert+,11,3,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Warning,11,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Warning,11,4,Z>=5,5,0,0,576,32,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,5,Warm Night Warning,11,4,Z>=6,6,0,0,0,608,608,
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Watch+,9,2,Z>=4,4,109,0,499,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Watch+,9,2,Z>=5,5,109,0,487,12,608,0.008757599292964456
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Watch+,9,2,Z>=6,6,0,109,3,496,608,-0.00969722131609367
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Alert+,9,3,Z>=4,4,106,0,502,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Alert+,9,3,Z>=5,5,106,0,490,12,608,0.008466904521007483
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Alert+,9,3,Z>=6,6,0,106,3,499,608,-0.009689804375647324
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Warning,9,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Warning,9,4,Z>=5,5,0,0,596,12,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Heat Wave Warning,9,4,Z>=6,6,0,0,3,605,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Watch+,10,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Watch+,10,2,Z>=5,5,0,0,596,12,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Watch+,10,2,Z>=6,6,0,0,3,605,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Alert+,10,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Alert+,10,3,Z>=5,5,0,0,596,12,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Alert+,10,3,Z>=6,6,0,0,3,605,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Warning,10,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Warning,10,4,Z>=5,5,0,0,596,12,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Hot Day Warning,10,4,Z>=6,6,0,0,3,605,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Watch+,11,2,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Watch+,11,2,Z>=5,5,0,0,596,12,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Watch+,11,2,Z>=6,6,0,0,3,605,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Alert+,11,3,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Alert+,11,3,Z>=5,5,0,0,596,12,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Alert+,11,3,Z>=6,6,0,0,3,605,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Warning,11,4,Z>=4,4,0,0,608,0,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Warning,11,4,Z>=5,5,0,0,596,12,608,0.0
2026-05-14T22:28:41+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-17,5,6,Warm Night Warning,11,4,Z>=6,6,0,0,3,605,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-14,1,3,Heat Wave Watch+,9,2,Z>=4,4,67,0,536,5,608,0.002051702913418132
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-14,1,3,Heat Wave Watch+,9,2,Z>=5,5,40,27,325,216,608,-0.00126318153322169
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-14,1,3,Heat Wave Watch+,9,2,Z>=6,6,0,67,0,541,608,0.0
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-14,1,3,Heat Wave Alert+,9,3,Z>=4,4,60,0,543,5,608,0.0018140918656120747
2026-05-15T00:53:56+00:00,2026-05-15T01:00:20+00:00,2026-05-13,2026-05-14,1,3,Heat Wave Alert+,9,3,Z>=5,5,39,21,326,222,608,0.01688723205964588
